# English collocation frequencies derived from the Open American
# National Corpus (OANC), public domain. Built by
# scripts/build_en_collocations.py — see data/collocations/README.md.
# docs=8805 words=18303304 pairs=73744 min_frequency=5
head	collocate	frequency	relation
correctly	point	9	adverb_verb
correlation	weak	9	adjective_noun
correspond	respectively	9	adverb_verb
correspondent	foreign	9	adjective_noun
correspondent	political	9	adjective_noun
corticosterone	serum	9	noun_noun
cost	cutting	9	noun_noun
cost	method	9	noun_noun
cost	postal	9	adjective_noun
cost	reagent	9	adjective_noun
cost	real	9	adjective_noun
cost	reduction	9	noun_noun
cost	study	9	noun_noun
cost	travel	9	noun_noun
costume	institute	9	noun_noun
cotinine	level	9	noun_noun
cotta	terra	9	noun_noun
counseling	psychological	9	adjective_noun
counseling	session	9	noun_noun
counselor	guidance	9	noun_noun
count	money	9	verb_object
counter	run	9	adverb_verb
counter	terrorism	9	verb_object
country	great	9	adjective_noun
country	independent	9	adjective_noun
country	large	9	adjective_noun
country	road	9	noun_noun
couple	day	9	noun_noun
couple	elderly	9	adjective_noun
couple	find	9	verb_object
couple	month	9	noun_noun
couric	katie	9	noun_noun
course	crash	9	noun_noun
course	different	9	adjective_noun
course	play	9	verb_object
course	public	9	adjective_noun
course	say	9	adverb_verb
course	similar	9	adjective_noun
course	study	9	noun_noun
court	filing	9	noun_noun
court	moot	9	noun_noun
court	night	9	noun_noun
court	official	9	noun_noun
court	reject	9	verb_subject
court	small	9	adjective_noun
cove	small	9	adjective_noun
covenant	marriage	9	adjective_noun
cover	event	9	verb_object
cover	lot	9	verb_object
cover	marvel	9	noun_noun
cover	plan	9	verb_object
cover	show	9	verb_subject
cover	wall	9	verb_object
coverage	include	9	verb_subject
coverage	scandal	9	noun_noun
coverage	universal	9	adjective_noun
cowboy	fan	9	noun_noun
crazy	real	9	adverb_verb
create	network	9	verb_object
create	wealth	9	verb_object
credence	give	9	verb_object
credibility	gain	9	verb_object
credit	history	9	noun_noun
crime	fight	9	verb_object
crime	increase	9	verb_subject
criminal	defendant	9	adjective_noun
crisis	hostage	9	noun_noun
crisis	international	9	adjective_noun
criterion	fulfil	9	verb_object
criterion	pass	9	verb_object
critic	deem	9	verb_subject
critic	describe	9	verb_subject
critic	press	9	noun_noun
critic	say	9	verb_subject
critic	wonder	9	verb_subject
critic	worry	9	verb_subject
critic	write	9	verb_subject
critical	path	9	adjective_noun
criticism	draw	9	verb_object
crna	yield	9	adjective_noun
croce	santa	9	noun_noun
cromwell	oliver	9	noun_noun
crop	current	9	adjective_noun
cross	finger	9	verb_object
cross	holy	9	noun_noun
cross	mind	9	verb_object
cross	path	9	verb_object
crown	royal	9	noun_noun
cruel	intentions	9	noun_noun
cruise	harbor	9	noun_noun
crust	pie	9	noun_noun
cry	loud	9	adverb_verb
csr	system	9	noun_noun
cultural	value	9	adjective_noun
culture	global	9	noun_noun
culture	inhouse	9	noun_noun
culture	reagent	9	noun_noun
culture	shock	9	noun_noun
culture	understand	9	verb_object
cultured	line	9	adjective_noun
currency	exchange	9	noun_noun
currency	local	9	adjective_noun
current	estimate	9	adjective_noun
current	experiment	9	adjective_noun
current	requirement	9	adjective_noun
current	service	9	adjective_noun
current	use	9	adjective_noun
currently	receive	9	adverb_verb
curve	demand	9	noun_noun
curve	generate	9	verb_object
customer	individual	9	adjective_noun
customer	survey	9	noun_noun
cut	deep	9	adjective_noun
cut	price	9	verb_object
cut	production	9	verb_object
cut	proposal	9	noun_noun
cut	slack	9	verb_object
cutaneous	perfusion	9	adjective_noun
cycle	production	9	noun_noun
cycle	regulator	9	noun_noun
cycle	stage	9	noun_noun
césar	manrique	9	noun_noun
dad	deadbeat	9	adjective_noun
dad	dear	9	noun_noun
dad	major	9	noun_noun
daddy	puff	9	noun_noun
dahmer	jeffrey	9	noun_noun
daily	dawn	9	adjective_noun
daily	market	9	adjective_noun
daily	open	9	adverb_verb
daily	star	9	noun_noun
dallas	news	9	noun_noun
damage	potential	9	adjective_noun
damage	prevent	9	verb_object
dance	performance	9	noun_noun
danny	devito	9	noun_noun
dark	hair	9	adjective_noun
data	distribution	9	noun_noun
data	processing	9	noun_noun
database	domain	9	noun_noun
database	entry	9	noun_noun
database	mouse	9	noun_noun
database	national	9	adjective_noun
database	pdb	9	noun_noun
database	scop	9	adjective_noun
database	searchable	9	adjective_noun
database	system	9	noun_noun
dataset	direct	9	adjective_noun
dataset	test	9	noun_noun
date	set	9	verb_object
date	start	9	noun_noun
datum	economic	9	adjective_noun
datum	explain	9	verb_object
datum	extensive	9	adjective_noun
datum	extraction	9	noun_noun
datum	genome	9	adjective_noun
datum	group	9	verb_object
datum	link	9	verb_object
datum	little	9	adjective_noun
datum	longitudinal	9	adjective_noun
datum	management	9	noun_noun
datum	national	9	adjective_noun
datum	nipa	9	noun_noun
datum	observational	9	adjective_noun
datum	observed	9	adjective_noun
datum	occp	9	noun_noun
datum	oligonucleotide	9	noun_noun
datum	prediction	9	noun_noun
datum	publish	9	verb_object
datum	sale	9	noun_noun
datum	statistical	9	adjective_noun
datum	structural	9	adjective_noun
datum	surveillance	9	noun_noun
datum	useful	9	adjective_noun
datum	view	9	verb_object
daughter	play	9	verb_subject
daughter	tell	9	verb_subject
david	galef	9	noun_noun
david	gates	9	noun_noun
david	hale	9	noun_noun
david	horowitz	9	noun_noun
david	russell	9	noun_noun
david	shaw	9	noun_noun
dawkins	richard	9	noun_noun
day	earth	9	noun_noun
day	excursion	9	noun_noun
day	mean	9	verb_object
day	postnatal	9	adjective_noun
day	read	9	verb_object
day	require	9	verb_object
day	saints	9	noun_noun
day	see	9	verb_object
day	snow	9	noun_noun
day	test	9	noun_noun
day	treatment	9	noun_noun
day	trips	9	noun_noun
deacetylase	histone	9	noun_noun
deadline	meet	9	verb_object
deadline	set	9	verb_object
deal	immunity	9	noun_noun
deal	special	9	adjective_noun
dean	john	9	noun_noun
dear	joe	9	noun_noun
dear	todd	9	noun_noun
death	experience	9	noun_noun
death	include	9	verb_object
death	preventable	9	adjective_noun
death	receptor	9	noun_noun
death	stay	9	noun_noun
deaver	michael	9	noun_noun
debate	hampshire	9	noun_noun
debate	policy	9	noun_noun
debate	watch	9	verb_object
debt	management	9	noun_noun
debt	owe	9	verb_object
decent	man	9	adjective_noun
decent	wage	9	adjective_noun
decision	medical	9	adjective_noun
decision	reverse	9	verb_object
deck	extra	9	adjective_noun
decline	rapid	9	adjective_noun
decrease	great	9	adjective_noun
decrease	ratio	9	verb_subject
decrease	sensitivity	9	verb_object
decrease	yield	9	verb_object
deep	meaning	9	adjective_noun
deep	sense	9	adjective_noun
deer	hunting	9	noun_noun
deer	park	9	noun_noun
defect	severe	9	adjective_noun
defend	position	9	verb_object
deficiency	immunoglobulin	9	noun_noun
deficit	huge	9	adjective_noun
deficit	spending	9	noun_noun
definition	use	9	verb_object
degenerate	primer	9	adjective_noun
degradation	occur	9	verb_subject
degrade	rapidly	9	adverb_verb
degree	similar	9	adjective_noun
del	río	9	noun_noun
deletion	minimal	9	adjective_noun
deletion	thymic	9	adjective_noun
delinquent	juvenile	9	adjective_noun
delirious	patient	9	adjective_noun
delivery	profit	9	noun_noun
delusion	self	9	noun_noun
demand	level	9	noun_noun
demand	reduce	9	verb_object
democracy	restore	9	verb_object
demonstrate	design	9	verb_object
demonstrate	mutation	9	verb_object
demonstrate	patient	9	verb_subject
demonstrate	role	9	verb_object
demonstrate	utility	9	verb_object
den	unter	9	noun_noun
denature	electrophoresis	9	verb_object
density	neuronal	9	adjective_noun
depart	flight	9	verb_subject
department	head	9	noun_noun
department	patient	9	noun_noun
department	provide	9	verb_subject
depend	number	9	verb_subject
dependent	interaction	9	adjective_noun
descendant	direct	9	adjective_noun
describe	discussion	9	verb_subject
describe	official	9	verb_subject
describe	plan	9	verb_object
describe	problem	9	verb_object
describe	procedure	9	verb_object
describe	technique	9	verb_object
describe	way	9	verb_object
describe	word	9	verb_subject
desert	fox	9	noun_noun
design	element	9	noun_noun
design	stabilize	9	verb_object
design	stable	9	adjective_noun
design	stage	9	noun_noun
design	team	9	noun_noun
designated	mourner	9	noun_noun
desperate	need	9	adjective_noun
destroy	totally	9	adverb_verb
detail	leave	9	verb_object
detail	report	9	verb_object
detailed	knowledge	9	adjective_noun
detailed	model	9	adjective_noun
detailed	question	9	adjective_noun
detect	method	9	verb_subject
detectable	expression	9	adjective_noun
detection	filter	9	noun_noun
determine	experimentally	9	adverb_verb
determine	location	9	verb_object
determine	mechanism	9	verb_object
determine	outcome	9	verb_object
determine	point	9	verb_object
determine	test	9	verb_subject
determine	validity	9	verb_object
detrimental	effect	9	adjective_noun
devastating	earthquake	9	adjective_noun
develop	embryo	9	verb_subject
develop	function	9	verb_object
develop	guideline	9	verb_object
develop	normally	9	adverb_verb
develop	proposal	9	verb_object
develop	researcher	9	verb_subject
development	housing	9	noun_noun
development	lateral	9	adjective_noun
development	plan	9	noun_noun
development	regulate	9	verb_object
development	seedling	9	noun_noun
development	slow	9	adjective_noun
development	tumor	9	noun_noun
developmental	pathway	9	adjective_noun
developmental	time	9	adjective_noun
device	use	9	verb_object
devote	monde	9	verb_subject
diabetes	patient	9	noun_noun
diagnosis	early	9	adjective_noun
diagnostic	instruments	9	noun_noun
diagnostic	purpose	9	adjective_noun
diagnostic	value	9	adjective_noun
diagnostics	roche	9	noun_noun
diagram	secondary	9	adjective_noun
dial	number	9	verb_object
dialect	english	9	adjective_noun
diaper	disposable	9	adjective_noun
dicistronic	gene	9	adjective_noun
dictionary	historical	9	noun_noun
dictionary	list	9	verb_subject
dictionary	old	9	adjective_noun
dictionary	use	9	verb_object
didactic	information	9	adjective_noun
die	grandmother	9	verb_subject
die	recently	9	adverb_verb
die	thousand	9	verb_subject
dietary	pufa	9	adjective_noun
differ	level	9	verb_subject
differ	slightly	9	adverb_verb
difference	morphological	9	adjective_noun
difference	remain	9	verb_subject
difference	site	9	noun_noun
different	district	9	adjective_noun
different	dramatically	9	adverb_verb
different	event	9	adjective_noun
different	field	9	adjective_noun
different	network	9	adjective_noun
different	organization	9	adjective_noun
different	phenotype	9	adjective_noun
different	picture	9	adjective_noun
different	probe	9	adjective_noun
different	radically	9	adverb_verb
different	reaction	9	adjective_noun
different	section	9	adjective_noun
different	side	9	adjective_noun
different	target	9	adjective_noun
different	topic	9	adjective_noun
different	unit	9	adjective_noun
different	viewpoint	9	adjective_noun
differentiation	process	9	noun_noun
differentiation	protein	9	noun_noun
difficult	increasingly	9	adverb_verb
difluoride	membrane	9	noun_noun
digit	number	9	noun_noun
digital	method	9	adjective_noun
digital	system	9	adjective_noun
dilemma	moral	9	adjective_noun
dilution	series	9	noun_noun
dim	light	9	adjective_noun
dimension	hrqol	9	noun_noun
diminish	return	9	verb_object
dinner	theater	9	noun_noun
dioxide	trading	9	noun_noun
diplomatic	effort	9	adjective_noun
direct	effort	9	verb_object
direct	movie	9	verb_object
direct	target	9	adjective_noun
directly	influence	9	adverb_verb
directly	participate	9	adverb_verb
directly	proportional	9	adverb_verb
director	tell	9	verb_subject
dirty	work	9	adjective_noun
disability	learning	9	noun_noun
disaster	movie	9	noun_noun
disc	genital	9	adjective_noun
disc	jockey	9	noun_noun
discharge	summary	9	noun_noun
discourse	public	9	adjective_noun
discovery	gene	9	noun_noun
discovery	scientific	9	adjective_noun
discrimination	sex	9	noun_noun
discuss	group	9	verb_subject
discussion	effect	9	noun_noun
discussion	indicate	9	verb_subject
disease	management	9	noun_noun
disease	metabolic	9	noun_noun
disease	phenotype	9	noun_noun
disease	prevalent	9	adjective_noun
disease	resistance	9	noun_noun
disease	rheumatic	9	adjective_noun
disease	surveillance	9	noun_noun
dismiss	idea	9	verb_object
dismutase	superoxide	9	adjective_noun
disney	film	9	noun_noun
disorder	floor	9	noun_noun
disorder	mendelian	9	adjective_noun
disorder	post	9	adjective_noun
dispersion	pigment	9	noun_noun
display	firework	9	noun_noun
display	rule	9	noun_noun
display	similarity	9	verb_object
display	table	9	verb_subject
dispute	resolution	9	noun_noun
disrupt	function	9	verb_object
disrupt	operation	9	verb_object
dissecting	microscope	9	adjective_noun
disseminate	widely	9	adverb_verb
distant	future	9	adjective_noun
distinct	type	9	adjective_noun
distinction	meaningful	9	adjective_noun
distribute	fund	9	verb_object
distribute	money	9	verb_object
distribution	indicate	9	verb_subject
distribution	non	9	adjective_noun
distribution	relative	9	adjective_noun
distribution	skewed	9	adjective_noun
distribution	uncertainty	9	noun_noun
distribution	widespread	9	adjective_noun
district	local	9	adjective_noun
diverge	sequence	9	verb_subject
diversify	functionally	9	adverb_verb
diversity	haplotypic	9	adjective_noun
diversity	sequence	9	noun_noun
divide	evenly	9	adverb_verb
division	new	9	adjective_noun
division	operating	9	noun_noun
division	support	9	verb_object
dmsabc	expression	9	noun_noun
dna	dna	9	noun_noun
dna	library	9	noun_noun
dna	purified	9	adjective_noun
document	file	9	noun_noun
document	gao	9	noun_noun
document	internal	9	adjective_noun
document	select	9	verb_object
document	unrelated	9	adjective_noun
dollar	earn	9	verb_object
dollar	extra	9	adjective_noun
dollar	limit	9	noun_noun
dollar	raise	9	verb_object
domain	lrr	9	noun_noun
domain	pdz	9	noun_noun
domain	represent	9	verb_object
domain	require	9	verb_object
domestic	postage	9	adjective_noun
domestic	preparedness	9	noun_noun
domestic	production	9	adjective_noun
domestic	threat	9	adjective_noun
dominant	player	9	adjective_noun
dominate	news	9	verb_object
dominate	skyline	9	verb_object
dominican	republic	9	noun_noun
donation	private	9	adjective_noun
door	hold	9	verb_object
door	revolving	9	adjective_noun
door	wooden	9	adjective_noun
dopamine	increase	9	verb_subject
dopamine	receptor	9	noun_noun
dorm	room	9	noun_noun
dose	increase	9	verb_object
dose	reduction	9	adjective_noun
dose	result	9	verb_subject
dot	plot	9	noun_noun
dow	drop	9	verb_subject
downing	street	9	noun_noun
download	page	9	verb_object
draft	product	9	noun_noun
draft	provide	9	verb_object
dramatic	reduction	9	adjective_noun
dramatically	drop	9	adverb_verb
dramatically	grow	9	adverb_verb
draw	fire	9	verb_object
draw	review	9	verb_object
draw	visitor	9	verb_object
dress	white	9	adjective_noun
drift	neutral	9	adjective_noun
drink	milk	9	verb_object
drinking	pattern	9	noun_noun
drive	long	9	adjective_noun
drive	lot	9	verb_object
drive	north	9	adverb_verb
drive	primarily	9	adverb_verb
drive	sex	9	noun_noun
drive	tractor	9	verb_object
drop	point	9	noun_noun
dropout	rate	9	noun_noun
drug	fertility	9	noun_noun
drug	lord	9	noun_noun
drug	maker	9	noun_noun
drug	non	9	adjective_noun
drug	safety	9	noun_noun
drug	screening	9	noun_noun
drug	study	9	noun_noun
dual	immunohistochemistry	9	adjective_noun
dudovitz	say	9	verb_subject
duplex	form	9	verb_object
duplicate	payment	9	adjective_noun
duplicate	recently	9	adverb_verb
dye	swap	9	noun_noun
dynasty	song	9	noun_noun
dysfunction	term	9	noun_noun
dysgenic	myotube	9	adjective_noun
ear	tin	9	noun_noun
early	experience	9	adjective_noun
early	film	9	adjective_noun
early	finding	9	adjective_noun
early	painting	9	adjective_noun
early	pregnancy	9	adjective_noun
early	reduction	9	adjective_noun
early	step	9	adjective_noun
early	take	9	adverb_verb
early	visit	9	adverb_verb
earn	nickname	9	verb_object
earner	income	9	noun_noun
earning	future	9	adjective_noun
east	indies	9	noun_noun
east	position	9	noun_noun
east	road	9	noun_noun
east	timorese	9	adjective_noun
eastern	half	9	adjective_noun
eastern	tip	9	adjective_noun
eat	vegetable	9	verb_object
ebert	say	9	verb_subject
ecological	effects	9	noun_noun
economic	incentive	9	adjective_noun
economic	power	9	adjective_noun
economic	recovery	9	adjective_noun
economic	report	9	noun_noun
economic	stability	9	adjective_noun
economic	tie	9	adjective_noun
economist	think	9	verb_subject
economy	help	9	verb_object
economy	modern	9	adjective_noun
economy	revive	9	verb_object
edge	southern	9	adjective_noun
edition	original	9	adjective_noun
editor	know	9	verb_subject
editor	poetry	9	noun_noun
editor	yorker	9	noun_noun
educate	manager	9	verb_object
education	fund	9	verb_object
education	physical	9	adjective_noun
edward	marinzel	9	noun_noun
edward	norton	9	noun_noun
effect	experience	9	verb_object
effect	explore	9	verb_object
effect	involve	9	verb_object
effect	long	9	adjective_noun
effect	observable	9	adjective_noun
effect	proliferative	9	adjective_noun
effect	real	9	adjective_noun
effect	represent	9	verb_object
